Поезд/Нитка,Дней до отправления,Станция отп.,Станция назн.,Тип/Кл.обсл.,Кол-во прод. мест,Сумма по бил.,Сумма по плац.,Сумма серв. усл.,Итого сумма билета,Расстояние
138С,53,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,53,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,53,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,53,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,53,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,54,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6401.7,1790

138С,54,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,7899.2,1790

138С,54,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8426.2,1790

138С,54,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6928.7,1790

138С,54,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8426.2,1790

138С,54,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,54,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,54,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,55,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6083.1,1790

138С,55,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5370.5,1790

138С,55,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6610.1,1790

138С,55,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8027.9,1790

138С,55,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,55,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,55,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,55,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,56,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,56,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,56,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,56,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5143.0,1790

138С,56,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,5968.3,1790

138С,56,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,56,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,56,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,56,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,56,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,56,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,56,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,57,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,57,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,5441.3,1790

138С,57,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5143.0,1790

138С,57,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,5968.3,1790

138С,57,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,57,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,57,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,57,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,57,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,57,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,57,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,57,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,58,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,27785.4,1790

138С,58,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,58,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,58,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,5968.3,1790

138С,58,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,58,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,58,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,58,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,58,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,58,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,58,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,58,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,59,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,27785.4,1790

138С,59,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,59,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,59,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,59,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,59,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,61,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,7899.2,1790

138С,61,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8426.2,1790

138С,61,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8426.2,1790

138С,61,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,61,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,61,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,62,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,7500.9,1790

138С,62,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,7500.9,1790

138С,62,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6610.1,1790

138С,62,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,62,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,62,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,62,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,63,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,63,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,63,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,63,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,63,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,63,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,63,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,6198.0,1790

138С,63,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,4194.8,1790

138С,63,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,6198.0,1790

138С,63,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,64,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,27785.4,1790

138С,64,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,64,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,64,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,5441.3,1790

138С,64,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,64,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,64,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,64,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,64,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,64,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,64,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,64,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,64,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,65,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,27785.4,1790

138С,65,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,65,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,5441.3,1790

138С,65,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,65,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,65,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,65,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,65,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,65,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,65,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,65,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,65,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,66,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,27785.4,1790

138С,66,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,66,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,66,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,5441.3,1790

138С,66,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,66,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5143.0,1790

138С,66,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,66,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,66,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,66,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,66,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,66,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,66,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,67,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,67,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,67,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,5441.3,1790

138С,67,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,67,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5143.0,1790

138С,67,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,5968.3,1790

138С,67,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,67,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,67,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,67,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,67,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,67,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,67,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,67,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,68,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,29859.5,1790

138С,68,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,7899.2,1790

138С,68,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,7899.2,1790

138С,68,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5655.0,1790

138С,68,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,8426.2,1790

138С,68,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6928.7,1790

138С,68,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8426.2,1790

138С,68,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6928.7,1790

138С,68,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8426.2,1790

138С,68,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,68,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,68,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,68,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,69,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6083.1,1790

138С,69,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,7500.9,1790

138С,69,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,7500.9,1790

138С,69,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5370.5,1790

138С,69,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,6610.1,1790

138С,69,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,8027.9,1790

138С,69,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8027.9,1790

138С,69,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8027.9,1790

138С,69,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,69,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,69,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,69,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,70,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,70,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,70,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,70,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,70,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,70,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,70,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,70,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,70,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,70,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,71,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,27785.4,1790

138С,71,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,71,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,5441.3,1790

138С,71,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,71,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5143.0,1790

138С,71,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,71,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,71,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,71,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,71,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,71,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,71,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,71,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,71,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,72,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,26359.4,1790

138С,72,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,72,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,72,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,72,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5143.0,1790

138С,72,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,72,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,72,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,72,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,72,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,72,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,72,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,72,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,73,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,73,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,73,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,5968.3,1790

138С,73,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,73,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,73,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,73,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,73,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,73,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,73,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,75,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,28285.4,1790

138С,75,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6401.7,1790

138С,75,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,7899.2,1790

138С,75,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,7899.2,1790

138С,75,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5655.0,1790

138С,75,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6928.7,1790

138С,75,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8426.2,1790

138С,75,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8426.2,1790

138С,75,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,75,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,75,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,75,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,76,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,25822.4,1790

138С,76,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6083.1,1790

138С,76,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,7500.9,1790

138С,76,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6083.1,1790

138С,76,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,7500.9,1790

138С,76,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5370.5,1790

138С,76,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,8027.9,1790

138С,76,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6610.1,1790

138С,76,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8027.9,1790

138С,76,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6610.1,1790

138С,76,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,8027.9,1790

138С,76,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,76,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,76,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,76,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,77,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,24933.5,1790

138С,77,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,77,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,77,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,5441.3,1790

138С,77,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,77,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,5968.3,1790

138С,77,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,77,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,77,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,77,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,77,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,77,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,77,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,77,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,77,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,78,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,22081.6,1790

138С,78,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,5441.3,1790

138С,78,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6698.7,1790

138С,78,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6698.7,1790

138С,78,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,5143.0,1790

138С,78,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,5968.3,1790

138С,78,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,7225.7,1790

138С,78,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,78,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,78,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5968.3,1790

138С,78,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,7225.7,1790

138С,78,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,78,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,78,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,78,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,80,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,27785.4,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,4984.2,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,4984.2,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6127.2,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,4984.2,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6127.2,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,4703.4,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,6654.2,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5511.2,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6654.2,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,5511.2,1790

138С,80,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6654.2,1790

138С,80,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,80,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,80,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,80,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

138С,84,АДЛЕР,МОСКВА КАЗ,1Э,1,,,7822.0,24933.5,1790

138С,84,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,4984.2,1790

138С,84,АДЛЕР,МОСКВА КАЗ,2Ф,1,,,412.0,6127.2,1790

138С,84,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,4984.2,1790

138С,84,АДЛЕР,МОСКВА КАЗ,2Х,1,,,412.0,6127.2,1790

138С,84,АДЛЕР,МОСКВА КАЗ,2К,1,,,307.0,4703.4,1790

138С,84,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,5511.2,1790

138С,84,АДЛЕР,МОСКВА КАЗ,2Т,1,,,939.0,6654.2,1790

138С,84,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6654.2,1790

138С,84,АДЛЕР,МОСКВА КАЗ,2Э,1,,,939.0,6654.2,1790

138С,84,АДЛЕР,МОСКВА КАЗ,3Б,1,,,188.2,5105.3,1790

138С,84,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,3466.3,1790

138С,84,АДЛЕР,МОСКВА КАЗ,3Э,1,,,188.2,5105.3,1790

138С,84,АДЛЕР,МОСКВА КАЗ,,1,,,0.0,0.0,1790

